#node1	node2	node1_string_internal_id	node2_string_internal_id	node1_external_id	node2_external_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
SEPT7	VAMP2	1858681	1849692	9606.ENSP00000381992	9606.ENSP00000314214	0	0	0	0	0.054	0.052	0	0.567	0.578
NPM1	ANXA5	1847808	1847746	9606.ENSP00000296930	9606.ENSP00000296511	0	0	0	0	0.052	0	0	0.574	0.578
ETS1	JUND	1858032	1844164	9606.ENSP00000376436	9606.ENSP00000252818	0	0	0	0	0.052	0.312	0	0.403	0.577
FLNA	CAPZB	1855120	1845501	9606.ENSP00000358866	9606.ENSP00000264202	0	0	0	0	0.053	0.515	0	0.152	0.577
ANXA5	SLC7A7	1847746	1846977	9606.ENSP00000296511	9606.ENSP00000285850	0	0	0	0	0	0	0	0.576	0.576
PGAM1	LDHB	1855378	1843197	9606.ENSP00000359991	9606.ENSP00000229319	0	0	0	0	0.210	0.117	0	0.441	0.576
ATP6V0B	ATP5I	1861883	1848800	9606.ENSP00000431605	9606.ENSP00000306003	0	0	0	0	0.084	0	0.540	0.074	0.576
HSP90AA1	NPM1	1851814	1847808	9606.ENSP00000335153	9606.ENSP00000296930	0	0	0	0	0.238	0.135	0	0.407	0.575
OAZ1	UBC	1863856	1852861	9606.ENSP00000464146	9606.ENSP00000344818	0	0	0	0	0.570	0	0	0.050	0.574
GNB2L1	UBC	1861691	1852861	9606.ENSP00000426909	9606.ENSP00000344818	0	0	0	0	0.269	0.382	0	0.134	0.574
NPM1	EIF3E	1847808	1842805	9606.ENSP00000296930	9606.ENSP00000220849	0	0	0	0	0.527	0.135	0	0	0.574
RAC2	GAPDH	1843949	1843185	9606.ENSP00000249071	9606.ENSP00000229239	0	0	0	0	0.090	0	0	0.550	0.573
FYN	PTPRE	1853081	1844313	9606.ENSP00000346671	9606.ENSP00000254667	0	0	0	0	0.135	0.460	0	0.156	0.572
ALDOA	ATP5B	1851945	1845043	9606.ENSP00000336927	9606.ENSP00000262030	0	0	0	0	0.310	0.046	0	0.401	0.572
GSTO1	GLRX	1855084	1843473	9606.ENSP00000358727	9606.ENSP00000237858	0.064	0	0	0	0.101	0	0	0.530	0.570
UBA52	N4BP2L2	1859324	1858722	9606.ENSP00000388107	9606.ENSP00000382328	0	0	0	0	0.046	0.564	0	0.051	0.570
CAP1	MYL12A	1855757	1842673	9606.ENSP00000361878	9606.ENSP00000217652	0	0	0	0	0.149	0.503	0	0.065	0.570
EIF3L	EEF2	1861248	1849021	9606.ENSP00000416892	9606.ENSP00000307940	0	0	0	0	0.537	0	0	0.110	0.570
C5AR1	PLAUR	1853142	1852201	9606.ENSP00000347197	9606.ENSP00000339328	0	0	0	0	0.134	0	0	0.521	0.568
CFL1	MYO1G	1849206	1844638	9606.ENSP00000309629	9606.ENSP00000258787	0	0	0	0	0.089	0.121	0	0.503	0.567
GNB2L1	HSP90B1	1861691	1848102	9606.ENSP00000426909	9606.ENSP00000299767	0	0	0	0	0.104	0.503	0	0.103	0.566
LDHA	SUB1	1862289	1845682	9606.ENSP00000445175	9606.ENSP00000265073	0	0	0	0	0.095	0.069	0	0.525	0.565
GNB2L1	BTF3	1861691	1857250	9606.ENSP00000426909	9606.ENSP00000369965	0	0	0	0	0.551	0	0	0.070	0.565
MYO1F	RAC2	1852870	1843949	9606.ENSP00000344871	9606.ENSP00000249071	0	0	0	0	0.208	0.292	0	0.286	0.565
HSP90AA1	ANXA5	1851814	1847746	9606.ENSP00000335153	9606.ENSP00000296511	0	0	0	0	0	0.085	0	0.543	0.564
CTSD	LDHB	1843439	1843197	9606.ENSP00000236671	9606.ENSP00000229319	0	0	0	0	0.061	0.436	0	0.241	0.563
RAC2	CORO1A	1843949	1842723	9606.ENSP00000249071	9606.ENSP00000219150	0	0	0	0	0.477	0	0	0.199	0.563
GMFG	SRGN	1864741	1843628	9606.ENSP00000472249	9606.ENSP00000242465	0	0	0	0	0.544	0	0	0.080	0.563
MSN	LCP1	1853976	1849816	9606.ENSP00000353408	9606.ENSP00000315757	0	0	0	0	0.058	0.429	0	0.250	0.562
UBA52	H3F3A	1859324	1854454	9606.ENSP00000388107	9606.ENSP00000355778	0	0	0	0	0.073	0.124	0	0.503	0.561
CFL1	CORO1A	1849206	1842723	9606.ENSP00000309629	9606.ENSP00000219150	0	0	0	0	0.145	0.165	0	0.435	0.561
RHOA	ACTR2	1860210	1856793	9606.ENSP00000400175	9606.ENSP00000367220	0	0	0	0	0.054	0.100	0	0.525	0.560
PDIA3	ATP5B	1848170	1845043	9606.ENSP00000300289	9606.ENSP00000262030	0.062	0	0	0	0.120	0.300	0	0.329	0.560
TPM3	MYO1G	1854817	1844638	9606.ENSP00000357516	9606.ENSP00000258787	0	0	0	0	0.085	0.294	0	0.374	0.560
ATG3	TCEB2	1846848	1845114	9606.ENSP00000283290	9606.ENSP00000262306	0	0	0	0	0	0	0.540	0.082	0.559
ACTR2	CAP1	1856793	1855757	9606.ENSP00000367220	9606.ENSP00000361878	0	0	0	0	0.267	0.295	0	0.215	0.559
TYROBP	CLEC4A	1845185	1843201	9606.ENSP00000262629	9606.ENSP00000229332	0	0	0	0	0.443	0.071	0	0.214	0.558
GNB2L1	ENO1	1861691	1843405	9606.ENSP00000426909	9606.ENSP00000234590	0	0	0	0	0.429	0.049	0	0.250	0.557
EEF2	TPI1	1849021	1843191	9606.ENSP00000307940	9606.ENSP00000229270	0.048	0	0	0	0.128	0	0	0.509	0.556
CFL1	PDIA3	1849206	1848170	9606.ENSP00000309629	9606.ENSP00000300289	0	0	0	0	0.120	0	0	0.516	0.556
ACTR2	RAC2	1856793	1843949	9606.ENSP00000367220	9606.ENSP00000249071	0	0	0	0	0.055	0.100	0	0.520	0.556
PDIA3	ANXA5	1848170	1847746	9606.ENSP00000300289	9606.ENSP00000296511	0	0	0	0	0.049	0.437	0	0.234	0.555
TPM3	PFN1	1854817	1843040	9606.ENSP00000357516	9606.ENSP00000225655	0	0	0	0	0.050	0.049	0	0.547	0.555
ENY2	RBX1	1861814	1842568	9606.ENSP00000429986	9606.ENSP00000216225	0	0	0	0	0.554	0	0	0	0.555
LCP1	PFN1	1849816	1843040	9606.ENSP00000315757	9606.ENSP00000225655	0	0	0	0	0.057	0.143	0	0.494	0.555
MCL1	COX4I1	1854935	1844229	9606.ENSP00000358022	9606.ENSP00000253452	0	0	0	0	0	0.360	0	0.334	0.555
SLC7A7	FGL2	1846977	1843920	9606.ENSP00000285850	9606.ENSP00000248598	0	0	0	0	0.554	0	0	0	0.554
LDHA	CTSD	1862289	1843439	9606.ENSP00000445175	9606.ENSP00000236671	0	0	0	0	0.061	0.436	0	0.223	0.553
CLIC1	TALDO1	1856376	1850327	9606.ENSP00000364934	9606.ENSP00000321259	0	0	0	0	0.050	0	0	0.548	0.552
RAC2	PFN1	1843949	1843040	9606.ENSP00000249071	9606.ENSP00000225655	0	0	0	0	0.134	0.268	0	0.347	0.550
GPX4	ENO1	1853015	1843405	9606.ENSP00000346103	9606.ENSP00000234590	0.057	0	0	0	0.058	0.430	0	0.212	0.549
PGK1	PABPC1	1855883	1849591	9606.ENSP00000362413	9606.ENSP00000313007	0	0	0	0	0.054	0	0	0.542	0.548
HNRNPA3	ATP5B	1858016	1845043	9606.ENSP00000376309	9606.ENSP00000262030	0	0	0	0	0.073	0.532	0	0	0.548
HLA-B	FCGRT	1860141	1842838	9606.ENSP00000399168	9606.ENSP00000221466	0	0	0	0.733	0	0.521	0	0.243	0.548
FKBP1A	ENO1	1857423	1843405	9606.ENSP00000371138	9606.ENSP00000234590	0	0	0	0	0.055	0.429	0	0.227	0.547
CASP1	GAPDH	1860827	1843185	9606.ENSP00000410076	9606.ENSP00000229239	0	0	0	0	0.050	0	0	0.542	0.547
ZEB2	VMP1	1848412	1845106	9606.ENSP00000302501	9606.ENSP00000262291	0	0	0	0	0.129	0	0	0.502	0.547
CD53	RAC2	1846188	1843949	9606.ENSP00000271324	9606.ENSP00000249071	0	0	0	0	0.543	0	0	0.047	0.546
HSP90B1	GAPDH	1848102	1843185	9606.ENSP00000299767	9606.ENSP00000229239	0	0	0	0	0.125	0.069	0	0.486	0.545
SET	PFN1	1855735	1843040	9606.ENSP00000361777	9606.ENSP00000225655	0	0	0	0	0.066	0.503	0	0.096	0.544
TYMP	GAPDH	1844096	1843185	9606.ENSP00000252029	9606.ENSP00000229239	0.060	0	0	0	0	0.175	0	0.459	0.544
CIRBP	EEF2	1850491	1849021	9606.ENSP00000322887	9606.ENSP00000307940	0	0	0	0	0.116	0.465	0	0.112	0.543
LCK	RAC2	1852042	1843949	9606.ENSP00000337825	9606.ENSP00000249071	0	0	0	0	0.151	0.170	0	0.403	0.543
CTSS	SRGN	1854929	1843628	9606.ENSP00000357981	9606.ENSP00000242465	0	0	0	0	0.476	0	0	0.162	0.543
FLNA	PDIA3	1855120	1848170	9606.ENSP00000358866	9606.ENSP00000300289	0	0	0	0	0.054	0.472	0	0.156	0.543
LCK	GAPDH	1852042	1843185	9606.ENSP00000337825	9606.ENSP00000229239	0	0	0	0	0.046	0.127	0	0.495	0.542
UQCR11	ATP5E	1863953	1843692	9606.ENSP00000466420	9606.ENSP00000243997	0	0	0	0	0.499	0	0	0.121	0.541
HSP90AA1	YWHAB	1851814	1848151	9606.ENSP00000335153	9606.ENSP00000300161	0	0	0	0	0.133	0.095	0	0.460	0.540
RHOA	LGALS3	1860210	1844285	9606.ENSP00000400175	9606.ENSP00000254301	0	0	0	0	0.053	0	0	0.534	0.540
H3F3A	HSP90AA1	1854454	1851814	9606.ENSP00000355778	9606.ENSP00000335153	0	0	0	0	0	0.045	0	0.539	0.540
CTSS	ITGB2	1854929	1848511	9606.ENSP00000357981	9606.ENSP00000303242	0	0	0	0	0.470	0	0	0.168	0.540
SAMHD1	GAPDH	1845231	1843185	9606.ENSP00000262878	9606.ENSP00000229239	0	0	0	0	0	0	0	0.539	0.539
FYN	GAPDH	1853081	1843185	9606.ENSP00000346671	9606.ENSP00000229239	0	0	0	0	0.046	0.127	0	0.490	0.538
GNAI2	RAP1B	1849590	1844015	9606.ENSP00000312999	9606.ENSP00000250559	0	0	0	0	0.100	0.173	0	0.428	0.537
HLA-C	CSTA	1856460	1845556	9606.ENSP00000365402	9606.ENSP00000264474	0	0	0	0	0	0	0	0.537	0.537
FKBP1A	HSP90AA1	1857423	1851814	9606.ENSP00000371138	9606.ENSP00000335153	0	0	0	0	0.054	0.109	0	0.495	0.537
UQCRH	ATP5L	1849197	1848205	9606.ENSP00000309565	9606.ENSP00000300688	0	0	0	0	0.413	0	0	0.243	0.537
PGK1	TALDO1	1855883	1850327	9606.ENSP00000362413	9606.ENSP00000321259	0.071	0	0	0	0.123	0	0	0.475	0.535
UBC	HSP90B1	1852861	1848102	9606.ENSP00000344818	9606.ENSP00000299767	0	0	0	0	0.067	0.147	0	0.463	0.535
HSP90AA1	CTSC	1851814	1843108	9606.ENSP00000335153	9606.ENSP00000227266	0	0	0	0	0.055	0.068	0	0.514	0.534
H2AFY	PFN1	1861595	1843040	9606.ENSP00000423563	9606.ENSP00000225655	0	0	0	0	0.101	0	0	0.503	0.534
CLIC1	TPI1	1856376	1843191	9606.ENSP00000364934	9606.ENSP00000229270	0	0	0	0	0	0	0	0.534	0.534
RHOG	PFN1	1852220	1843040	9606.ENSP00000339467	9606.ENSP00000225655	0	0	0	0	0.139	0.268	0	0.318	0.533
UBA52	GAPDH	1859324	1843185	9606.ENSP00000388107	9606.ENSP00000229239	0	0	0	0	0.122	0.097	0	0.458	0.533
TKT	CLIC1	1860530	1856376	9606.ENSP00000405455	9606.ENSP00000364934	0	0	0	0	0.047	0	0	0.531	0.533
UBC	LCK	1852861	1852042	9606.ENSP00000344818	9606.ENSP00000337825	0	0	0	0	0	0.448	0	0.186	0.533
FGR	HSP90AA1	1856028	1851814	9606.ENSP00000363115	9606.ENSP00000335153	0	0	0	0	0	0.456	0	0.173	0.532
GNB2L1	PCBP1	1861691	1848744	9606.ENSP00000426909	9606.ENSP00000305556	0	0	0	0	0.156	0.417	0	0.124	0.531
ENY2	TGFBI	1861814	1861221	9606.ENSP00000429986	9606.ENSP00000416330	0	0	0	0	0	0.531	0	0	0.531
PGK1	ATP5B	1855883	1845043	9606.ENSP00000362413	9606.ENSP00000262030	0.063	0	0	0	0.268	0	0	0.372	0.531
FGR	ABI3	1856028	1843063	9606.ENSP00000363115	9606.ENSP00000225941	0	0	0	0	0.155	0.294	0	0.276	0.530
EEF2	EIF3E	1849021	1842805	9606.ENSP00000307940	9606.ENSP00000220849	0	0	0	0	0.456	0	0	0.171	0.530
MYO1G	RAC2	1844638	1843949	9606.ENSP00000258787	9606.ENSP00000249071	0	0	0	0	0.137	0.292	0	0.293	0.530
ATP5G2	CTSD	1858187	1843439	9606.ENSP00000377878	9606.ENSP00000236671	0	0	0	0	0.042	0	0	0.529	0.530
LCK	ANXA5	1852042	1847746	9606.ENSP00000337825	9606.ENSP00000296511	0	0	0	0	0	0	0	0.529	0.529
LRRFIP1	CAPZB	1857969	1845501	9606.ENSP00000375857	9606.ENSP00000264202	0	0	0	0	0.063	0.502	0	0.073	0.529
CTSB	GAPDH	1852546	1843185	9606.ENSP00000342070	9606.ENSP00000229239	0	0	0	0	0.055	0	0	0.521	0.528
PPT1	ATP5G2	1859833	1858187	9606.ENSP00000394863	9606.ENSP00000377878	0	0	0	0	0	0	0	0.528	0.528
JUND	GAPDH	1844164	1843185	9606.ENSP00000252818	9606.ENSP00000229239	0	0	0	0	0.042	0	0	0.527	0.527
CTSS	GAPDH	1854929	1843185	9606.ENSP00000357981	9606.ENSP00000229239	0	0	0	0	0.055	0	0	0.520	0.527
MSN	ENO1	1853976	1843405	9606.ENSP00000353408	9606.ENSP00000234590	0	0	0	0	0.055	0.424	0	0.198	0.526
HCK	FLNA	1856392	1855120	9606.ENSP00000365012	9606.ENSP00000358866	0	0	0	0	0.053	0.111	0	0.481	0.526
CASP1	CLEC7A	1860827	1848422	9606.ENSP00000410076	9606.ENSP00000302569	0	0	0	0	0.233	0	0	0.408	0.526
HNRNPH1	EEF2	1853404	1849021	9606.ENSP00000349168	9606.ENSP00000307940	0	0	0	0	0.067	0.439	0	0.164	0.524
PPIB	ENO1	1848121	1843405	9606.ENSP00000300026	9606.ENSP00000234590	0	0	0	0	0.118	0.451	0	0.094	0.524
PPIB	GAPDH	1848121	1843185	9606.ENSP00000300026	9606.ENSP00000229239	0	0	0	0	0.161	0.175	0	0.366	0.524
CASP1	CTSB	1860827	1852546	9606.ENSP00000410076	9606.ENSP00000342070	0	0	0	0	0.054	0	0	0.517	0.523
PGLS	TPI1	1844144	1843191	9606.ENSP00000252603	9606.ENSP00000229270	0	0	0	0	0.067	0	0	0.509	0.523
SET	SUB1	1855735	1845682	9606.ENSP00000361777	9606.ENSP00000265073	0	0	0	0	0.208	0.417	0	0.049	0.523
YWHAZ	EIF4B	1849183	1845052	9606.ENSP00000309503	9606.ENSP00000262056	0	0	0	0	0.065	0.417	0	0.195	0.523
CTSD	CTSC	1843439	1843108	9606.ENSP00000236671	9606.ENSP00000227266	0	0	0	0	0.068	0.102	0	0.476	0.523
LCP1	ARHGDIB	1849816	1843176	9606.ENSP00000315757	9606.ENSP00000228945	0	0	0	0	0.427	0	0	0.199	0.522
CAP1	PSME2	1855757	1842623	9606.ENSP00000361878	9606.ENSP00000216802	0	0	0	0	0	0.503	0	0.078	0.522
CLEC7A	CLEC4A	1848422	1843201	9606.ENSP00000302569	9606.ENSP00000229332	0	0	0	0.673	0.447	0	0	0.441	0.522
ATP6V0E1	ATP5B	1861726	1845043	9606.ENSP00000427941	9606.ENSP00000262030	0	0	0	0	0.052	0	0.360	0.275	0.522
HSP90B1	CTSC	1848102	1843108	9606.ENSP00000299767	9606.ENSP00000227266	0	0	0	0	0.054	0.068	0	0.498	0.519
RHOA	VASP	1860210	1843785	9606.ENSP00000400175	9606.ENSP00000245932	0	0	0	0	0.053	0	0	0.512	0.518
CAP1	TPM3	1855757	1854817	9606.ENSP00000361878	9606.ENSP00000357516	0	0	0	0	0.102	0.411	0	0.160	0.517
UBC	EIF3F	1852861	1849251	9606.ENSP00000344818	9606.ENSP00000310040	0	0	0	0	0.056	0.450	0	0.143	0.517
RHOA	FGR	1860210	1856028	9606.ENSP00000400175	9606.ENSP00000363115	0	0	0	0	0.094	0.170	0	0.409	0.517
CD53	CORO1A	1846188	1842723	9606.ENSP00000271324	9606.ENSP00000219150	0	0	0	0	0.500	0	0	0.074	0.517
TKT	GPX4	1860530	1853015	9606.ENSP00000405455	9606.ENSP00000346103	0	0	0	0	0.084	0.429	0	0.147	0.515
CSF3R	LCK	1855831	1852042	9606.ENSP00000362195	9606.ENSP00000337825	0	0	0	0	0	0.360	0	0.272	0.514
TKT	MSN	1860530	1853976	9606.ENSP00000405455	9606.ENSP00000353408	0	0	0	0	0.050	0.432	0	0.168	0.512
GNB2L1	GAPDH	1861691	1843185	9606.ENSP00000426909	9606.ENSP00000229239	0	0	0	0	0.280	0	0	0.351	0.512
CTSD	CTSZ	1843439	1842640	9606.ENSP00000236671	9606.ENSP00000217131	0	0	0	0	0.074	0.102	0	0.460	0.512
COX4I1	GAPDH	1844229	1843185	9606.ENSP00000253452	9606.ENSP00000229239	0	0	0	0	0.157	0	0	0.444	0.511
CSTB	ENO1	1847296	1843405	9606.ENSP00000291568	9606.ENSP00000234590	0	0	0	0	0.056	0	0	0.504	0.511
RBM3	PSMA7	1856553	1855365	9606.ENSP00000365946	9606.ENSP00000359910	0	0	0	0	0.054	0.503	0	0	0.510
UQCRH	RBX1	1849197	1842568	9606.ENSP00000309565	9606.ENSP00000216225	0	0	0	0	0.505	0	0	0.052	0.510
GPX4	GAPDH	1853015	1843185	9606.ENSP00000346103	9606.ENSP00000229239	0	0	0	0	0.119	0.095	0	0.434	0.510
HNRNPH1	NPM1	1853404	1847808	9606.ENSP00000349168	9606.ENSP00000296930	0	0	0	0	0.161	0.366	0	0.152	0.510
RTN4	CIRBP	1852043	1850491	9606.ENSP00000337838	9606.ENSP00000322887	0	0	0	0	0	0.503	0	0.052	0.509
CTSS	NCF2	1854929	1854612	9606.ENSP00000357981	9606.ENSP00000356505	0	0	0	0	0.477	0	0	0.100	0.509
CLIC1	PGLS	1856376	1844144	9606.ENSP00000364934	9606.ENSP00000252603	0	0	0	0	0.053	0	0	0.502	0.508
YWHAQ	LDHB	1843478	1843197	9606.ENSP00000238081	9606.ENSP00000229319	0	0	0	0	0.223	0.385	0	0.051	0.508
VMP1	GAPDH	1845106	1843185	9606.ENSP00000262291	9606.ENSP00000229239	0	0	0	0	0.052	0	0	0.503	0.508
YWHAZ	GAPDH	1849183	1843185	9606.ENSP00000309503	9606.ENSP00000229239	0	0	0	0	0.058	0.111	0	0.457	0.507
LDLRAP1	IL2RG	1856097	1856061	9606.ENSP00000363458	9606.ENSP00000363318	0	0	0	0	0	0	0	0.507	0.507
MCL1	ENO1	1854935	1843405	9606.ENSP00000358022	9606.ENSP00000234590	0	0	0	0	0	0	0	0.507	0.507
UBC	ATG3	1852861	1846848	9606.ENSP00000344818	9606.ENSP00000283290	0	0	0	0	0.055	0	0	0.499	0.507
TKT	GLRX	1860530	1843473	9606.ENSP00000405455	9606.ENSP00000237858	0	0	0	0	0.055	0.417	0	0.175	0.506
UBA52	BTF3	1859324	1857250	9606.ENSP00000388107	9606.ENSP00000369965	0	0	0	0	0.505	0	0	0	0.505
S100A6	NUP214	1854857	1853838	9606.ENSP00000357708	9606.ENSP00000352400	0	0	0	0	0	0.503	0	0.045	0.505
CLEC7A	ICAM3	1848422	1842275	9606.ENSP00000302569	9606.ENSP00000160262	0	0	0	0	0	0	0	0.505	0.505
LDHA	CFL1	1862289	1849206	9606.ENSP00000445175	9606.ENSP00000309629	0	0	0	0	0.063	0.417	0	0.167	0.505
ALDOA	UQCRB	1851945	1847046	9606.ENSP00000336927	9606.ENSP00000287022	0	0	0	0	0.054	0.441	0	0.138	0.504
MSN	RAC2	1853976	1843949	9606.ENSP00000353408	9606.ENSP00000249071	0	0	0	0	0.114	0.098	0	0.428	0.504
ETS1	GAPDH	1858032	1843185	9606.ENSP00000376436	9606.ENSP00000229239	0	0	0	0	0	0	0	0.504	0.504
MCL1	NUP214	1854935	1853838	9606.ENSP00000358022	9606.ENSP00000352400	0	0	0	0	0	0	0	0.504	0.504
TPM3	MYO1F	1854817	1852870	9606.ENSP00000357516	9606.ENSP00000344871	0	0	0	0	0.085	0.294	0	0.293	0.503
NUP214	CSTB	1853838	1847296	9606.ENSP00000352400	9606.ENSP00000291568	0	0	0	0	0	0	0	0.503	0.503
UQCRB	MYL12A	1847046	1842673	9606.ENSP00000287022	9606.ENSP00000217652	0	0	0	0	0	0.503	0	0	0.503
CFL1	LDHB	1849206	1843197	9606.ENSP00000309629	9606.ENSP00000229319	0	0	0	0	0.063	0.417	0	0.162	0.502
CD53	ARHGDIB	1846188	1843176	9606.ENSP00000271324	9606.ENSP00000228945	0	0	0	0	0.476	0	0	0.088	0.502
FYN	ENO1	1853081	1843405	9606.ENSP00000346671	9606.ENSP00000234590	0	0	0	0	0	0.424	0	0.169	0.502
GNB2L1	EIF3K	1861691	1843908	9606.ENSP00000426909	9606.ENSP00000248342	0	0	0	0	0.417	0.157	0	0.068	0.502
LDHA	GSTO1	1862289	1855084	9606.ENSP00000445175	9606.ENSP00000358727	0	0	0	0	0.157	0.422	0	0.055	0.501
HLA-C	TYROBP	1856460	1845185	9606.ENSP00000365402	9606.ENSP00000262629	0	0	0	0	0.043	0	0	0.499	0.500
ACTR2	FLNA	1856793	1855120	9606.ENSP00000367220	9606.ENSP00000358866	0	0	0	0	0.055	0.387	0	0.206	0.500
CHP1	GAPDH	1851881	1843185	9606.ENSP00000335632	9606.ENSP00000229239	0	0	0	0	0.052	0.398	0	0.193	0.500
CYBB	GAPDH	1856898	1843185	9606.ENSP00000367851	9606.ENSP00000229239	0	0	0	0	0	0	0	0.499	0.499
ALDOA	COX4I1	1851945	1844229	9606.ENSP00000336927	9606.ENSP00000253452	0	0	0	0	0.141	0.417	0	0.080	0.499
GNB2L1	FERMT3	1861691	1846622	9606.ENSP00000426909	9606.ENSP00000279227	0	0	0	0	0	0	0	0.498	0.498
GPX4	ALDOA	1853015	1851945	9606.ENSP00000346103	9606.ENSP00000336927	0.048	0	0	0	0.117	0.417	0	0.093	0.497
COX8A	NPM1	1850328	1847808	9606.ENSP00000321260	9606.ENSP00000296930	0	0	0	0	0	0.496	0	0.042	0.496
FGR	RAC2	1856028	1843949	9606.ENSP00000363115	9606.ENSP00000249071	0	0	0	0	0.143	0.170	0	0.347	0.496
HCK	PLAUR	1856392	1852201	9606.ENSP00000365012	9606.ENSP00000339328	0	0	0	0	0.103	0.360	0	0.192	0.496
UBA52	FGR	1859324	1856028	9606.ENSP00000388107	9606.ENSP00000363115	0	0	0	0	0	0.295	0	0.314	0.495
HLA-B	PSMB9	1860141	1856192	9606.ENSP00000399168	9606.ENSP00000363993	0	0	0	0	0.066	0	0	0.481	0.494
TALDO1	PDIA3	1850327	1848170	9606.ENSP00000321259	9606.ENSP00000300289	0	0	0	0	0.126	0.266	0	0.274	0.494
RHOG	MYO1G	1852220	1844638	9606.ENSP00000339467	9606.ENSP00000258787	0	0	0	0	0.070	0.292	0	0.293	0.493
COX7B	ATP5L	1861313	1848205	9606.ENSP00000417656	9606.ENSP00000300688	0	0	0	0	0.314	0	0	0.290	0.493
UBA52	HCK	1859324	1856392	9606.ENSP00000388107	9606.ENSP00000365012	0	0	0	0	0	0.295	0	0.310	0.493
AAK1	CAP1	1859169	1855757	9606.ENSP00000386456	9606.ENSP00000361878	0	0	0	0	0.464	0	0	0.093	0.493
S100A6	LGALS3	1854857	1844285	9606.ENSP00000357708	9606.ENSP00000254301	0	0	0	0	0.352	0	0	0.250	0.493
ACTR2	VASP	1856793	1843785	9606.ENSP00000367220	9606.ENSP00000245932	0	0	0	0	0.049	0.112	0	0.448	0.493
UQCRB	ATP5B	1847046	1845043	9606.ENSP00000287022	9606.ENSP00000262030	0	0	0	0	0.263	0	0	0.340	0.492
RAC1	MYO1G	1853302	1844638	9606.ENSP00000348461	9606.ENSP00000258787	0	0	0	0	0.068	0.292	0	0.293	0.492
RBM3	EEF2	1856553	1849021	9606.ENSP00000365946	9606.ENSP00000307940	0	0	0	0	0.053	0.465	0	0.076	0.491
SEPT7	IQGAP1	1858681	1846003	9606.ENSP00000381992	9606.ENSP00000268182	0	0	0	0	0.183	0.128	0	0.343	0.491
PGK1	MSN	1855883	1853976	9606.ENSP00000362413	9606.ENSP00000353408	0	0	0	0	0.054	0.432	0	0.126	0.490
ARHGEF1	HSP90AA1	1851978	1851814	9606.ENSP00000337261	9606.ENSP00000335153	0	0	0	0	0	0.066	0	0.476	0.490
UBA52	LCK	1859324	1852042	9606.ENSP00000388107	9606.ENSP00000337825	0	0	0	0	0	0.295	0	0.307	0.490
TPM3	HSP90AA1	1854817	1851814	9606.ENSP00000357516	9606.ENSP00000335153	0	0	0	0	0.054	0.347	0	0.241	0.490
TYROBP	SRGN	1845185	1843628	9606.ENSP00000262629	9606.ENSP00000242465	0	0	0	0	0.461	0	0	0.089	0.489
CFL1	PCBP1	1849206	1848744	9606.ENSP00000309629	9606.ENSP00000305556	0	0	0	0	0.106	0.417	0	0.098	0.489
PGK1	YWHAQ	1855883	1843478	9606.ENSP00000362413	9606.ENSP00000238081	0	0	0	0	0.094	0.449	0	0.058	0.489
CLIC1	IL2RG	1856376	1856061	9606.ENSP00000364934	9606.ENSP00000363318	0	0	0	0	0	0	0	0.489	0.489
CSTB	CTSD	1847296	1843439	9606.ENSP00000291568	9606.ENSP00000236671	0	0	0	0	0.061	0.360	0	0.215	0.488
B2M	PSMB9	1862817	1856192	9606.ENSP00000452780	9606.ENSP00000363993	0	0	0	0	0.173	0	0	0.407	0.488
C5AR1	CFP	1853142	1843854	9606.ENSP00000347197	9606.ENSP00000247153	0	0	0	0	0.123	0	0	0.441	0.488
EIF3H	GCA	1861812	1859832	9606.ENSP00000429931	9606.ENSP00000394842	0	0	0	0	0	0.488	0	0	0.488
LDHA	PDIA3	1862289	1848170	9606.ENSP00000445175	9606.ENSP00000300289	0.069	0	0	0	0.055	0.211	0	0.347	0.487
RAC1	MYO1F	1853302	1852870	9606.ENSP00000348461	9606.ENSP00000344871	0	0	0	0	0.072	0.292	0	0.281	0.486
TPM3	HNRNPH1	1854817	1853404	9606.ENSP00000357516	9606.ENSP00000349168	0	0	0	0	0	0	0	0.486	0.485
RHOA	MYO1G	1860210	1844638	9606.ENSP00000400175	9606.ENSP00000258787	0	0	0	0	0.055	0.292	0	0.293	0.485
GNB2L1	FLNA	1861691	1855120	9606.ENSP00000426909	9606.ENSP00000358866	0	0	0	0	0.052	0	0	0.478	0.484
CTSD	GAPDH	1843439	1843185	9606.ENSP00000236671	9606.ENSP00000229239	0	0	0	0	0.053	0	0	0.477	0.483
ATP6V0E1	ATP5G2	1861726	1858187	9606.ENSP00000427941	9606.ENSP00000377878	0	0	0	0	0.073	0	0.360	0.200	0.483
PGK1	EIF5A	1855883	1851909	9606.ENSP00000362413	9606.ENSP00000336702	0.103	0	0	0	0.211	0	0	0.327	0.483
SRSF5	PPP1CA	1858188	1850792	9606.ENSP00000377892	9606.ENSP00000326031	0	0	0	0	0.062	0.441	0	0.092	0.482
CAPZB	MYO1G	1845501	1844638	9606.ENSP00000264202	9606.ENSP00000258787	0	0	0	0	0.054	0.317	0	0.264	0.482
SSR4	PPIB	1849949	1848121	9606.ENSP00000317331	9606.ENSP00000300026	0	0	0	0	0.431	0	0	0.127	0.482
